0,0
0.00017,20.1556
0.00033,36.7657
0.00048,53.6273
0.00063,70.8323
0.00077,88.3609
0.00091,106.178
0.00105,124.249
0.00118,142.547
0.00132,161.047
0.00146,179.728
0.00159,198.574
0.00173,217.57
0.00186,236.703
0.002,255.964
0.00213,275.342
0.00227,294.829
0.00241,314.418
0.00255,334.102
0.00269,355
0.00284,376.193
0.00298,397.486
0.00313,418.871
0.00328,440.345
0.00343,461.901
0.00358,483.536
0.00374,505.246
0.0039,527.027
0.00406,548.876
0.00422,570.789
0.00439,594.818
0.00456,619.127
0.00474,643.436
0.00492,667.746
0.0051,692.055
0.00529,716.364
0.00548,740.674
0.00568,764.983
0.00588,789.292
0.00609,813.601
0.00631,837.911
0.00653,862.22
0.00676,886.529
0.007,910.839
0.00725,935.148
0.0075,959.457
0.00777,983.766
0.00805,1008.08
0.00834,1032.38
0.00864,1056.69
0.00896,1081
0.0093,1105.31
0.00965,1129.62
0.01003,1153.93
0.01043,1178.24
0.01086,1202.55
0.01132,1226.86
0.01182,1251.17
0.01236,1275.48
0.01295,1299.79
0.01361,1324.1
0.01435,1348.41
0.01519,1372.71
0.01618,1397.02
0.01735,1421.33
0.01882,1445.64
0.02077,1469.95
0.02366,1494.26
0.02787,1512.47
0.0321,1518.05
0.03634,1520.05
0.04059,1521.03
0.04487,1521.72
0.04916,1522.34
0.05347,1522.94
0.0578,1523.53
0.06215,1524.12
0.06651,1524.72
0.07089,1525.32
0.07529,1525.92
0.07971,1526.52
0.08415,1527.12
0.0886,1527.73
0.09307,1528.34
0.09756,1528.96
0.10207,1529.57
0.1066,1530.19
0.11114,1530.81
0.11571,1531.44
0.12029,1532.07
0.12489,1532.69
0.12951,1533.33
0.13415,1533.96
0.13881,1534.6
0.14349,1535.24
0.14819,1535.88
0.15291,1536.53
0.15764,1537.18
0.1624,1537.83
0.16717,1538.48
0.17197,1539.14
0.17678,1539.8
0.18162,1540.46
0.18647,1541.13
0.19135,1541.8
0.19624,1542.47
0.20116,1543.14
0.2061,1543.82
0.21105,1544.5
0.21603,1545.18
0.22102,1545.87
0.22604,1546.56
0.23108,1547.25
0.23614,1547.95
0.24122,1548.65
0.24632,1549.35
0.25145,1550.05
0.25659,1550.76
0.26176,1551.47
0.26694,1552.18
0.27215,1552.9
0.27738,1553.62
0.28263,1554.35
0.28791,1555.07
0.2932,1555.8
0.29852,1556.53
0.30386,1557.27
0.30922,1558.01
0.31461,1558.75
0.32001,1559.5
0.32544,1560.25
0.3309,1561
0.33637,1561.76
0.34187,1562.51
0.34739,1563.28
0.35293,1564.04
0.3585,1564.81
0.36409,1565.58
0.36971,1566.36
0.37534,1567.14
0.381,1567.92
0.38669,1568.71
0.3924,1569.5
0.39813,1570.29
0.40389,1571.09
0.40967,1571.89
0.41547,1572.69
0.4213,1573.5
0.42716,1574.31
0.43304,1575.13
0.43894,1575.95
0.44487,1576.77
0.45082,1577.6
0.4568,1578.42
0.46281,1579.26
0.46884,1580.09
0.47489,1580.94
0.48097,1581.78
0.48708,1582.63
0.49321,1583.48
0.49937,1584.34
0.50555,1585.2
0.51176,1586.06
0.518,1586.93
0.52426,1587.8
0.53055,1588.67
0.53687,1589.55
0.54321,1590.44
0.54958,1591.33
0.55598,1592.22
0.5624,1593.11
0.56885,1594.01
0.57533,1594.92
0.58184,1595.82
0.58837,1596.73
0.59493,1597.65
0.60152,1598.57
0.60814,1599.49
0.61479,1600.42
0.62146,1601.36
0.62817,1602.3
0.6349,1603.24
0.64166,1604.18
0.64845,1605.13
0.65527,1606.09
0.66212,1607.04
0.669,1608.01
0.6759,1608.97
0.68284,1609.95
0.68981,1610.92
0.6968,1611.91
0.70383,1612.89
0.71089,1613.88
0.71797,1614.87
0.72509,1615.87
0.73224,1616.88
0.73942,1617.89
0.74663,1618.9
0.75387,1619.92
0.76114,1620.94
0.76845,1621.97
0.77578,1623
0.78315,1624.04
0.79055,1625.08
0.79798,1626.12
0.80544,1627.18
0.81294,1628.05
0.82047,1628.32
0.82803,1628.44
0.83562,1628.5
0.84325,1628.55
0.85091,1628.6
0.8586,1628.64
0.86633,1628.69
0.87409,1628.73
0.88188,1628.78
0.88971,1628.83
0.89757,1628.88
0.90547,1628.92
0.9134,1628.97
0.92136,1629.02
0.92936,1629.06
0.93739,1629.11
0.94546,1629.16
0.95357,1629.21
0.96171,1629.26
0.96988,1629.3
0.97809,1629.35
0.98634,1629.4
0.99462,1629.45
1.00293,1629.5
1.01129,1629.55
1.01968,1629.6
1.0281,1629.65
1.03657,1629.7
1.04507,1629.75
1.0536,1629.8
1.06217,1629.85
1.07079,1629.9
1.07943,1629.96
1.08812,1630.01
1.09684,1630.06
1.1056,1630.11
1.1144,1630.16
1.12324,1630.22
1.13212,1630.27
1.14103,1630.32
