   9.8194788e-04   1.5795100e+03
   7.1419479e-03   1.5803900e+03
   1.3321948e-02   1.5812800e+03
   1.9531948e-02   1.5821700e+03
   2.5771948e-02   1.5830700e+03
   3.2031948e-02   1.5839700e+03
   3.8321948e-02   1.5848700e+03
   4.4641948e-02   1.5857800e+03
   5.0981948e-02   1.5866900e+03
   5.7351948e-02   1.5876100e+03
   6.3751948e-02   1.5885300e+03
   7.0171948e-02   1.5894500e+03
   7.6621948e-02   1.5903800e+03
   8.3101948e-02   1.5913100e+03
   8.9611948e-02   1.5922500e+03
   9.6141948e-02   1.5931900e+03
   1.0270195e-01   1.5941300e+03
   1.0929195e-01   1.5950800e+03
   1.1591195e-01   1.5960400e+03
   1.2256195e-01   1.5970000e+03
   1.2923195e-01   1.5979600e+03
   1.3594195e-01   1.5989300e+03
   1.4267195e-01   1.5999000e+03
   1.4943195e-01   1.6008800e+03
   1.5622195e-01   1.6018600e+03
   1.6304195e-01   1.6028400e+03
   1.6989195e-01   1.6038300e+03
   1.7677195e-01   1.6048300e+03
   1.8367195e-01   1.6058200e+03
   1.9061195e-01   1.6068300e+03
   1.9758195e-01   1.6078400e+03
   2.0457195e-01   1.6088500e+03
   2.1160195e-01   1.6098700e+03
   2.1866195e-01   1.6108900e+03
   2.2574195e-01   1.6119100e+03
   2.3286195e-01   1.6129500e+03
   2.4001195e-01   1.6139800e+03
   2.4719195e-01   1.6150200e+03
   2.5440195e-01   1.6160700e+03
   2.6164195e-01   1.6171200e+03
   2.6891195e-01   1.6181700e+03
   2.7622195e-01   1.6192300e+03
   2.8355195e-01   1.6203000e+03
   2.9092195e-01   1.6213700e+03
   2.9832195e-01   1.6224500e+03
   3.0575195e-01   1.6235300e+03
   3.1321195e-01   1.6246100e+03
   3.2071195e-01   1.6255100e+03
   3.2824195e-01   1.6258000e+03
   3.3580195e-01   1.6259100e+03
   3.4339195e-01   1.6259800e+03
   3.5102195e-01   1.6260300e+03
   3.5868195e-01   1.6260800e+03
   3.6637195e-01   1.6261300e+03
   3.7410195e-01   1.6261800e+03
   3.8186195e-01   1.6262200e+03
   3.8965195e-01   1.6262700e+03
   3.9748195e-01   1.6263200e+03
   4.0534195e-01   1.6263700e+03
   4.1324195e-01   1.6264100e+03
   4.2117195e-01   1.6264600e+03
   4.2913195e-01   1.6265100e+03
   4.3713195e-01   1.6265600e+03
   4.4516195e-01   1.6266100e+03
   4.5323195e-01   1.6266600e+03
   4.6134195e-01   1.6267100e+03
   4.6948195e-01   1.6267600e+03
   4.7765195e-01   1.6268100e+03
   4.8586195e-01   1.6268600e+03
   4.9411195e-01   1.6269100e+03
   5.0239195e-01   1.6269600e+03
   5.1070195e-01   1.6270100e+03
   5.1906195e-01   1.6270600e+03
   5.2745195e-01   1.6271100e+03
   5.3587195e-01   1.6271700e+03
   5.4434195e-01   1.6272200e+03
   5.5284195e-01   1.6272700e+03
   5.6137195e-01   1.6273200e+03
   5.6994195e-01   1.6273800e+03
   5.7856195e-01   1.6274300e+03
   5.8720195e-01   1.6274800e+03
   5.9589195e-01   1.6275400e+03
   6.0461195e-01   1.6275900e+03
   6.1337195e-01   1.6276400e+03
   6.2217195e-01   1.6277000e+03
   6.3101195e-01   1.6277500e+03
   6.3989195e-01   1.6278000e+03
   6.4880195e-01   1.6278600e+03
   6.5775195e-01   1.6279100e+03
   6.6675195e-01   1.6279700e+03
   6.7578195e-01   1.6280200e+03
   6.8485195e-01   1.6280800e+03
   6.9396195e-01   1.6281300e+03
   7.0311195e-01   1.6281900e+03
   7.1230195e-01   1.6282500e+03
   7.2153195e-01   1.6283100e+03
   7.3080195e-01   1.6283600e+03
   7.4010195e-01   1.6284200e+03
   7.4945195e-01   1.6284800e+03
   7.5885195e-01   1.6285300e+03
   7.6828195e-01   1.6285900e+03
   7.7775195e-01   1.6286500e+03
   7.8726195e-01   1.6287100e+03
   7.9682195e-01   1.6287700e+03
   8.0641195e-01   1.6288300e+03
   8.1605195e-01   1.6288800e+03
   8.2573195e-01   1.6289400e+03
   8.3546195e-01   1.6290000e+03
   8.4522195e-01   1.6290600e+03
   8.5503195e-01   1.6291200e+03
   8.6488195e-01   1.6291800e+03
   8.7477195e-01   1.6292400e+03
   8.8470195e-01   1.6293100e+03
   8.9468195e-01   1.6293700e+03
   9.0471195e-01   1.6294300e+03
   9.1477195e-01   1.6294900e+03
   9.2488195e-01   1.6295500e+03
   9.3503195e-01   1.6296100e+03
   9.4523195e-01   1.6296800e+03
   9.5547195e-01   1.6297400e+03
   9.6576195e-01   1.6298000e+03
   9.7609195e-01   1.6298700e+03
   9.8647195e-01   1.6299300e+03
   9.9689195e-01   1.6299900e+03
   1.0073519e+00   1.6300600e+03
   1.0178719e+00   1.6301200e+03
   1.0284219e+00   1.6301900e+03
   1.0390319e+00   1.6302500e+03
   1.0496819e+00   1.6303200e+03
   1.0603719e+00   1.6303800e+03
   1.0711219e+00   1.6304500e+03
   1.0819119e+00   1.6305200e+03
   1.0927419e+00   1.6305800e+03
   1.1036319e+00   1.6306500e+03
   1.1145619e+00   1.6307100e+03
   1.1255419e+00   1.6307800e+03
   1.1365619e+00   1.6308500e+03
   1.1476419e+00   1.6309200e+03
   1.1587619e+00   1.6309900e+03
   1.1699319e+00   1.6310600e+03
   1.1811519e+00   1.6311200e+03
   1.1924219e+00   1.6311900e+03
   1.2037419e+00   1.6312600e+03
   1.2151019e+00   1.6313300e+03
   1.2265219e+00   1.6314000e+03
   1.2379919e+00   1.6314700e+03
   1.2495019e+00   1.6315400e+03
